Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	HOST	Instrument	Lat_Lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	Sample_Prefix	SRA Study	create_date	version
SRR5098689	AMPLICON	600	35143800	PRJNA356769	SAMN06126744	Metagenome or environmental	17528394	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,fastq,run.zq"	"ncbi,gs,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415480	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160744799_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160744799_1_ITS2	160744799_1_ITS2	SRP094940	2016-12-12T10:15:00Z	1
SRR5098690	AMPLICON	600	4930800	PRJNA356769	SAMN06126835	Metagenome or environmental	2701330	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"ncbi,s3,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415481	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	336497421_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	336497421_1_ITS2	336497421_1_ITS2	SRP094940	2016-12-12T10:15:00Z	1
SRR5098691	AMPLICON	545	4280975	PRJNA356769	SAMN06126834	Metagenome or environmental	2065586	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"s3,gs,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415482	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	336497421_1_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	336497421_1_18S	336497421_1_18S	SRP094940	2016-12-12T10:15:00Z	1
SRR5098692	AMPLICON	545	45479705	PRJNA356769	SAMN06126797	Metagenome or environmental	21980012	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,run.zq,fastq"	"gs,s3,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415483	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161412393_2_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161412393_2_18S	161412393_2_18S	SRP094940	2016-12-12T10:16:00Z	1
SRR5098693	AMPLICON	600	13975800	PRJNA356769	SAMN06126640	Metagenome or environmental	7014467	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,sra,run.zq"	"s3,gs,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415484	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159450072_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159450072_1_ITS2	159450072_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098694	AMPLICON	600	16749000	PRJNA356769	SAMN06126737	Metagenome or environmental	8316986	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415485	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160643649_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160643649_1_ITS2	160643649_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098695	AMPLICON	600	16906800	PRJNA356769	SAMN06126719	Metagenome or environmental	8520453	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,fastq,sra"	"s3,gs,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415486	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160461578_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160461578_1_ITS2	160461578_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098696	AMPLICON	600	15111600	PRJNA356769	SAMN06126631	Metagenome or environmental	7513109	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"gs,s3,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415487	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159308461_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159308461_2_ITS2	159308461_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098697	AMPLICON	600	26676600	PRJNA356769	SAMN06126706	Metagenome or environmental	13160987	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"s3,ncbi,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415488	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160340197_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160340197_1_ITS2	160340197_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098698	AMPLICON	600	72208800	PRJNA356769	SAMN06126841	Metagenome or environmental	37562179	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415489	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	368533040_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	368533040_2_ITS2	368533040_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098699	AMPLICON	600	6817800	PRJNA356769	SAMN06126800	Metagenome or environmental	3669405	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415490	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161412393_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161412393_3_ITS2	161412393_3_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098700	AMPLICON	600	810000	PRJNA356769	SAMN06126774	Metagenome or environmental	496342	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"gs,ncbi,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415491	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160987560_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160987560_2_ITS2	160987560_2_ITS2	SRP094940	2016-12-12T10:15:00Z	1
SRR5098701	AMPLICON	600	20323800	PRJNA356769	SAMN06126583	Metagenome or environmental	10188303	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,fastq,run.zq"	"gs,s3,ncbi"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415492	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158721788_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158721788_2_ITS2	158721788_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098702	AMPLICON	600	164821800	PRJNA356769	SAMN06126586	Metagenome or environmental	85615901	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"ncbi,s3,gs"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415493	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158802708_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158802708_1_ITS2	158802708_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098703	AMPLICON	500	21469000	PRJNA356769	SAMN06126784	Metagenome or environmental	9234705	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415494	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161270782_2_ITS2-00000000-AGCWJ.Ayvaz.p255	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161270782_2_ITS2	161270782_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098704	AMPLICON	600	24806400	PRJNA356769	SAMN06126699	Metagenome or environmental	12278249	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"ncbi,gs,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415495	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160259276_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160259276_2_ITS2	160259276_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098705	AMPLICON	600	56289000	PRJNA356769	SAMN06126670	Metagenome or environmental	29377794	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"gs,s3,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415496	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159753524_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159753524_3_ITS2	159753524_3_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098706	AMPLICON	600	2006400	PRJNA356769	SAMN06126903	Metagenome or environmental	1054377	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"ncbi,s3,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415497	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	788731474_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	788731474_2_ITS2	788731474_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098707	AMPLICON	545	1718930	PRJNA356769	SAMN06126920	Metagenome or environmental	816572	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"s3,ncbi,gs"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415498	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	866653606_1_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	866653606_1_18S	866653606_1_18S	SRP094940	2016-12-12T10:16:00Z	1
SRR5098708	AMPLICON	600	3600	PRJNA356769	SAMN06126822	Metagenome or environmental	81078	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"ncbi,gs,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415499	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	246515023_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	246515023_1_ITS2	246515023_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098709	AMPLICON	545	11761645	PRJNA356769	SAMN06126905	Metagenome or environmental	5550282	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,run.zq,fastq"	"ncbi,gs,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415500	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	797461496_2_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	797461496_2_18S	797461496_2_18S	SRP094940	2016-12-12T10:16:00Z	1
SRR5098710	AMPLICON	600	561000	PRJNA356769	SAMN06126720	Metagenome or environmental	346252	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,sra,fastq"	"s3,ncbi,gs"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415501	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160461578_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160461578_2_ITS2	160461578_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098712	AMPLICON	500	28920000	PRJNA356769	SAMN06126898	Metagenome or environmental	13460523	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,run.zq,fastq"	"ncbi,s3,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415503	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	754255736_2_ITS2-00000000-AGCWJ.Ayvaz.p255	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	754255736_2_ITS2	754255736_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098713	AMPLICON	600	16740600	PRJNA356769	SAMN06126747	Metagenome or environmental	8373255	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415504	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160765029_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160765029_2_ITS2	160765029_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098714	AMPLICON	600	6925200	PRJNA356769	SAMN06126818	Metagenome or environmental	3448860	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"s3,ncbi,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415505	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	218370768_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	218370768_1_ITS2	218370768_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098715	AMPLICON	600	20615400	PRJNA356769	SAMN06126759	Metagenome or environmental	10262975	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"ncbi,s3,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415506	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160886410_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160886410_1_ITS2	160886410_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098716	AMPLICON	600	1800	PRJNA356769	SAMN06126858	Metagenome or environmental	80302	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"gs,s3,ncbi"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415507	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	441369442_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	441369442_3_ITS2	441369442_3_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098717	AMPLICON	600	21051600	PRJNA356769	SAMN06126657	Metagenome or environmental	9164985	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"ncbi,s3,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415508	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159611913_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159611913_2_ITS2	159611913_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098718	AMPLICON	600	23665800	PRJNA356769	SAMN06126847	Metagenome or environmental	8784022	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"gs,ncbi,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415509	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	383631637_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	383631637_2_ITS2	383631637_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098719	AMPLICON	600	18366600	PRJNA356769	SAMN06126935	Metagenome or environmental	9666868	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,run.zq,fastq"	"s3,ncbi,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415510	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	937495960_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	937495960_1_ITS2	937495960_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098720	AMPLICON	600	600	PRJNA356769	SAMN06126854	Metagenome or environmental	78285	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,fastq"	"gs,s3,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415511	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	441369442_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	441369442_1_ITS2	441369442_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098721	AMPLICON	600	84233400	PRJNA356769	SAMN06126838	Metagenome or environmental	45195037	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415512	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	336497421_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	336497421_3_ITS2	336497421_3_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098722	AMPLICON	600	11515800	PRJNA356769	SAMN06126776	Metagenome or environmental	5645543	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"ncbi,gs,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415513	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161007791_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161007791_1_ITS2	161007791_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098723	AMPLICON	600	9240600	PRJNA356769	SAMN06126568	Metagenome or environmental	4634129	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"ncbi,s3,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415514	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158398106_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158398106_1_ITS2	158398106_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098724	AMPLICON	600	4305600	PRJNA356769	SAMN06126610	Metagenome or environmental	2309778	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"ncbi,gs,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415515	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159146620_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159146620_2_ITS2	159146620_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098725	AMPLICON	500	26210500	PRJNA356769	SAMN06126926	Metagenome or environmental	11896012	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,sra,fastq"	"s3,gs,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415516	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	872848689_1_ITS2-00000000-AGCWJ.Ayvaz.p255	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	872848689_1_ITS2	872848689_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098726	AMPLICON	600	48996600	PRJNA356769	SAMN06126585	Metagenome or environmental	24364239	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,sra,run.zq"	"ncbi,gs,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415517	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158742018_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158742018_2_ITS2	158742018_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098727	AMPLICON	600	21510000	PRJNA356769	SAMN06126545	Metagenome or environmental	10536426	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"s3,ncbi,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415518	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	157953044_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	157953044_2_ITS2	157953044_2_ITS2	SRP094940	2016-12-12T10:17:00Z	1
SRR5098728	AMPLICON	600	3831000	PRJNA356769	SAMN06126580	Metagenome or environmental	1968774	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"ncbi,gs,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415519	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158702524_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158702524_1_ITS2	158702524_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098729	AMPLICON	600	11355600	PRJNA356769	SAMN06126729	Metagenome or environmental	6097994	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"gs,ncbi,s3"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415520	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160582958_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160582958_2_ITS2	160582958_2_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098730	AMPLICON	600	1057800	PRJNA356769	SAMN06126688	Metagenome or environmental	576242	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"ncbi,gs,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415521	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160158126_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160158126_1_ITS2	160158126_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
SRR5098731	AMPLICON	600	1101600	PRJNA356769	SAMN06126930	Metagenome or environmental	639342	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"s3,gs,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415523	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	920125525_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	920125525_1_ITS2	920125525_1_ITS2	SRP094940	2016-12-12T10:16:00Z	1
